   PID                           Task                                  Package   Read Calls   Read Bytes   Max Read Bytes  Write Calls  Write Bytes  Max Write Bytes
659739                       do_patch            libxrender-native-1_0.9.11-r0           48       786258           299421           71        86296            16021
659830           do_collect_spdx_deps                     qemu-native-9.0.1-r0           50       506587           299421           54        56245            16021
659867           do_collect_spdx_deps                libcheck-native-0.15.2-r0           46       793849           299421           55        56993            16021
659914                 do_create_spdx                     qemu-native-9.0.1-r0          149       771632           299421          229       830678           258074
659969           do_collect_spdx_deps                     swig-native-4.2.1-r0           39       783745           299421           50        53709            16021
660070           do_collect_spdx_deps                 libsolv-native-0.7.29-r0           37       783042           299421           49        53586            16021
660100           do_collect_spdx_deps             libmodulemd-native-2.15.0-r0           53       799354           299421           65        62822            16021
660149           do_collect_spdx_deps                    json-c-native-0.17-r0           41       791776           299421           51        53195            16021
660172           do_collect_spdx_deps                     git-native-2.45.2-r0           46       797521           299421           57        56029            16021
660247                 do_create_spdx                libcheck-native-0.15.2-r0          108       989271           299421          158       785708           258074
660270                 do_create_spdx                     swig-native-4.2.1-r0          102       986767           299421          147       775502           258074
660434                 do_create_spdx                 libsolv-native-0.7.29-r0          105       992218           299421          146       775778           258074
660470                 do_create_spdx             libmodulemd-native-2.15.0-r0          126      1040271           299421          154       782080           258074
660618                 do_create_spdx                    json-c-native-0.17-r0           84       964942           299421          145       774166           258074
660627                 do_create_spdx                     git-native-2.45.2-r0          118      1011704           299421          160       785811           258074
660822                      do_unpack            python3-toml-native-0.10.2-r0           44       707683           299421           64        39320             4013
660844                       do_patch                libassuan-native-2.5.7-r0           57       787238           299421           77        89006            16021
660866                      do_unpack                     dnf-native-4.20.0-r0           87       727366           299421          121        85356             4040
660880                       do_patch            python3-toml-native-0.10.2-r0           50       771394           299421           71        87874            16021
661028                       do_patch   gobject-introspection-native-1.80.1-r0           72       813534           299421           88        97574            16021
661038                       do_patch                   gpgme-native-1.23.2-r0          131       811348           299421          149       127558            16021
661261                      do_unpack  python3-more-itertools-native-10.3.0-r0           49       715925           299421           72        45061             4033
661389                       do_patch  python3-more-itertools-native-10.3.0-r0           54       779633           299421           77        92710            16021
661562                   do_recipe_qa                    llvm-native-18.1.8-r0           46       810543           299421          101       124429             8094
661574                      do_unpack              libxfixes-native-1_6.0.1-r0           52       737923           299421           78        68874            16021
661786                       do_fetch                    llvm-native-18.1.8-r0        90778       912650           299421          198        83186            16021
661802                       do_patch              libxfixes-native-1_6.0.1-r0           48       786170           299421           71        86242            16021
661898           do_collect_spdx_deps                   tzcode-native-2024a-r0           30       468993           299421           43        47538            16021
661955           do_collect_spdx_deps          cwautomacros-native-20110201-r0           30       768053           299421           48        49607            16021
662074                 do_create_spdx                   tzcode-native-2024a-r0           66       631341           299421          135       769468           258074
662250                 do_create_spdx          cwautomacros-native-20110201-r0           66       929607           299421          140       771199           258074
662449                   do_recipe_qa            libpciaccess-native-0.18.1-r0           58       820468           299421          115       133780             8161
662460                   do_recipe_qa              libxrandr-native-1_1.5.4-r0           53       818115           299421          106       129100             8127
662534                       do_fetch            libpciaccess-native-0.18.1-r0          137       722929           299421           90        67112            16021
662553                       do_fetch              libxrandr-native-1_1.5.4-r0          272       720636           299421           87        61899            16021
662650                   do_recipe_qa                 libdrm-native-2.4.120-r0           58       822278           299421          115       133208             8104
662691                       do_fetch                 libdrm-native-2.4.120-r0          447       725219           299421          101        67744            16021
662774    do_deploy_source_date_epoch                libxext-native-1_1.3.6-r0           64       818918           299421          111       156741             8055
662893                       do_patch                     swig-native-4.2.1-r0           48       770573           299421           71        84774            16021
663050                       do_patch                 libsolv-native-0.7.29-r0           46       770149           299421           70        83638            16021
663065                       do_patch                    json-c-native-0.17-r0           39       777463           299421           69        84863            16021
663189    do_deploy_source_date_epoch               depmodwrapper-cross-1.0-r0           43       460342           299421           95       155900             7399
663228                       do_patch                  libdnf-native-0.73.1-r0          103       796032           299421          116       110614            16021
663274                       do_patch                libcomps-native-0.1.21-r0           58       778266           299421           76        88639            16021
663553                       do_patch             createrepo-c-native-1.1.2-r0           69       780241           299421           85        94283            16021
663999                       do_patch                     dnf-native-4.20.0-r0          114       800894           299421          128       115972            16021
664105           do_collect_spdx_deps               depmodwrapper-cross-1.0-r0           24       461018           299421           40        47370            16021
664168           do_collect_spdx_deps                 qemuwrapper-cross-1.0-r0           24       462652           299421           40        47515            16021
664274                 do_create_spdx               depmodwrapper-cross-1.0-r0           63       606365           299421          132       769126           258074
664473           do_collect_spdx_deps                  libdnf-native-0.73.1-r0           51       791663           299421           58        60866            16021
664569           do_collect_spdx_deps           python3-iniparse-native-0.5-r0           48       780637           299421           57        57972            16021
664677           do_collect_spdx_deps                libcomps-native-0.1.21-r0           41       780655           299421           51        53838            16021
664771           do_collect_spdx_deps             kern-tools-native-0.3+git-r0           28       468709           299421           42        47254            16021
664830           do_collect_spdx_deps              ca-certificates-20211016-r0           24       464841           299421           40        47265            16021
664899                 do_create_spdx                  libdnf-native-0.73.1-r0          191      1146702           299421          186       806415           258074
665022                 do_create_spdx           python3-iniparse-native-0.5-r0          117      1005799           299421          146       780610           258074
665072                 do_create_spdx                libcomps-native-0.1.21-r0          114      1008947           299421          150       779815           258074
665180                 do_create_spdx             kern-tools-native-0.3+git-r0           64       630965           299421          134       767768           258074
665227                   do_recipe_qa       python3-calver-native-2022.6.26-r0           57       810212           299421          107       129891             8186
665308                   do_recipe_qa         python3-pathlib2-native-2.3.7-r0           55       803938           299421          108       132875             8127
665358                       do_fetch       python3-calver-native-2022.6.26-r0          221       726298           299421          281       102101            16021
665413                   do_recipe_qa            python3-zipp-native-3.19.2-r0           55       803498           299421          108       132637             8162
665500                       do_fetch         python3-pathlib2-native-2.3.7-r0          104       705880           299421           87        66496            16021
665555                       do_fetch            python3-zipp-native-3.19.2-r0          102       705178           299421           87        66254            16021
665623                   do_recipe_qa python3-importlib-metadata-native-7.1.0-r0           55       803907           299421          108       132254             8189
665661                   do_recipe_qa           python3-pluggy-native-1.5.0-r0           59       812853           299421          110       134072             8189
665713                       do_fetch python3-importlib-metadata-native-7.1.0-r0          144       705514           299421           86        65637            16021
665781                   do_recipe_qa        python3-pathspec-native-0.12.1-r0           55       804995           299421          108       133088             8160
665826                   do_recipe_qa          python3-editables-native-0.5-r0           55       804367           299421          108       132838             8094
665874                   do_recipe_qa python3-trove-classifiers-native-2024.5.22-r0           60       813566           299421          110       133987             8127
665956                       do_fetch           python3-pluggy-native-1.5.0-r0          148       714110           299421           94        70851            16021
666017                       do_fetch        python3-pathspec-native-0.12.1-r0          100       705948           299421           87        66547            16021
666070                       do_fetch          python3-editables-native-0.5-r0          106       705067           299421           87        66500            16021
666094                       do_fetch python3-trove-classifiers-native-2024.5.22-r0          116       714096           299421           91        70350            16021
666176    do_deploy_source_date_epoch        python3-pyparsing-native-3.1.2-r0           67       805841           299421          113       161487             8160
666191    do_deploy_source_date_epoch               python3-pip-native-24.0-r0           67       808203           299421          113       160271             8187
666282    do_deploy_source_date_epoch   python3-setuptools-scm-native-8.1.0-r0           67       805716           299421          113       162406             8068
666330                   do_recipe_qa       python3-hatchling-native-1.24.2-r0           56       805775           299421          108       133131             8186
666392                   do_recipe_qa       python3-markupsafe-native-2.1.5-r0           60       814067           299421          110       132753             8186
666437                       do_fetch       python3-hatchling-native-1.24.2-r0          135       706040           299421           88        66772            16021
666492                   do_recipe_qa        python3-pygments-native-2.18.0-r0           56       806150           299421          108       133013             8160
666530                       do_fetch       python3-markupsafe-native-2.1.5-r0          114       714005           299421           91        69264            16021
666618                       do_fetch        python3-pygments-native-2.18.0-r0         3519       713066           299421          182        76488            16021
666646                   do_recipe_qa                 xrandr-native-1_1.5.2-r0           54       820727           299421          108       129752             8019
666690                   do_recipe_qa             libxdamage-native-1_1.1.6-r0           54       821930           299421          106       129184             8163
666791                   do_recipe_qa             libxshmfence-native-1.3.2-r0           54       821731           299421          108       130656             8093
666808                   do_recipe_qa             libxxf86vm-native-1_1.1.5-r0           54       821913           299421          106       129199             8163
666905                   do_recipe_qa             makedepend-native-1_1.0.9-r0           52       819208           299421          107       129494             8163
666934                   do_recipe_qa         wayland-protocols-native-1.36-r0           59       825849           299421          113       133082             8180
666993                   do_recipe_qa             python3-mako-native-1.3.5-r0           60       816139           299421          110       132016             8128
667043                   do_recipe_qa                 wayland-native-1.23.0-r0           61       833577           299421          116       134158             8104
667150                   do_recipe_qa                   chrpath-native-0.16-r0           48       819937           299421          105       128180             8049
667207                       do_fetch                 xrandr-native-1_1.5.2-r0          197       719872           299421           86        62578            16021
667299                       do_fetch             libxdamage-native-1_1.1.6-r0          268       721023           299421           88        61986            16021
667319                       do_fetch             libxshmfence-native-1.3.2-r0          276       720605           299421           92        66894            16021
667490                       do_fetch             libxxf86vm-native-1_1.1.5-r0          274       720544           299421           87        61963            16021
667635                       do_fetch             makedepend-native-1_1.0.9-r0          193       717465           299421           85        62197            16021
667669                       do_fetch         wayland-protocols-native-1.36-r0          108       724266           299421           93        67125            16021
667887                       do_fetch             python3-mako-native-1.3.5-r0          346       714694           299421           98        69363            16021
667962                       do_fetch                 wayland-native-1.23.0-r0          175       731677           299421          105        74986            16021
667983                       do_fetch                   chrpath-native-0.16-r0          132       717231           299421           85        63951            16021
668193                      do_unpack                    llvm-native-18.1.8-r0           49       730902           299421           97        81076            16021
668530                   do_recipe_qa                  mesa-native-2_24.0.7-r0           65       843564           299421          115       133660             8109
668603                       do_fetch                  mesa-native-2_24.0.7-r0        14451       771007           299421          217        93808            16021
669259    do_deploy_source_date_epoch             python3-six-native-1.16.0-r0           69       809013           299421          114       161142             8128
669322                       do_patch                       pigz-native-2.8-r0           39       779343           299421           65        82895            16021
669357                      do_unpack            libpciaccess-native-0.18.1-r0           57       740581           299421           85        74055            16021
669401                      do_unpack              libxrandr-native-1_1.5.4-r0           52       737992           299421           78        68874            16021
669496                       do_patch            libpciaccess-native-0.18.1-r0           53       788828           299421           78        91542            16021
669585                       do_patch              libxrandr-native-1_1.5.4-r0           48       786239           299421           71        86206            16021
669682                      do_unpack                 libdrm-native-2.4.120-r0           57       741932           299421           85        73737            16021
669862                       do_patch                  libyaml-native-0.2.5-r0           38       777628           299421           66        81356            16021
669971                       do_patch                 libdrm-native-2.4.120-r0           53       790177           299421           78        91238            16021
670023    do_deploy_source_date_epoch            libxrender-native-1_0.9.11-r0           65       823874           299421          111       157452             8192
670092                       do_patch                libcheck-native-0.15.2-r0           62       783245           299421           83        90875            16021
670320                       do_patch             libmodulemd-native-2.15.0-r0           51       785041           299421           77        88151            16021
670355                       do_patch           python3-iniparse-native-0.5-r0           46       766324           299421           69        85551            16021
670408                       do_patch                  pbzip2-native-1.1.13-r0           47       767864           299421           71        86505            16021
670535                       do_patch                ldconfig-native-2.12.1-r0          122       527568           299421          148       134021            16021
671622                      do_unpack                     btrfs-tools-6.8.1-r0           77       421170           299421           81        63393             3766
672152                       do_patch                     btrfs-tools-6.8.1-r0           94       611870           299421           84        95959            16021
672172                       do_patch                 makedevs-native-1.0.1-r0           36       763941           299421           68        84248            16021
672260           do_collect_spdx_deps            packagegroup-core-boot-1.0-r0           36       481273           299421           42        49676            16021
672344                       do_patch               debianutils-native-5.19-r0           45       798507           299421           69        84464            16021
672442           do_collect_spdx_deps                          tzdata-2024a-r0           26       468739           299421           41        47905            16021
672484           do_collect_spdx_deps                  shadow-securetty-4.6-r0           22       460012           299421           39        46515            16021
672498    do_deploy_source_date_epoch                     btrfs-tools-6.8.1-r0           65       504449           299421          107       172025             7948
672511           do_collect_spdx_deps              sysvinit-inittab-2.88dsf-r0           22       460563           299421           39        46566            16021
672546           do_collect_spdx_deps         python3-packaging-native-24.1-r0           44       774834           299421           53        54266            16021
672589           do_collect_spdx_deps                         netbase-1_6.4-r0           24       462456           299421           40        47144            16021
672604                 do_create_spdx         python3-packaging-native-24.1-r0           98       979395           299421          145       779434           258074
672622                      do_unpack       python3-calver-native-2022.6.26-r0           79       714639           299421           85        63821             3589
672672                      do_unpack         python3-pathlib2-native-2.3.7-r0           44       707660           299421           64        39433             4021
672736                      do_unpack            python3-zipp-native-3.19.2-r0           44       706977           299421           64        39361             4013
672746                       do_patch         python3-pathlib2-native-2.3.7-r0           50       771370           299421           71        88016            16021
672808                       do_patch            python3-zipp-native-3.19.2-r0           50       770687           299421           71        87929            16021
672814                      do_unpack python3-importlib-metadata-native-7.1.0-r0           44       707151           299421           62        38096             4084
672870                      do_unpack           python3-pluggy-native-1.5.0-r0           49       715824           299421           72        44536             4017
672878                       do_patch python3-importlib-metadata-native-7.1.0-r0           50       770860           299421           71        86494            16021
672906                       do_patch       python3-calver-native-2022.6.26-r0           63       779044           299421           83        93739            16021
672945                      do_unpack        python3-pathspec-native-0.12.1-r0           44       707722           299421           64        39482             4021
672953                      do_unpack          python3-editables-native-0.5-r0           44       706844           299421           64        39462             4023
673051                      do_unpack python3-trove-classifiers-native-2024.5.22-r0           49       715799           299421           70        43660             4096
673062                       do_patch           python3-pluggy-native-1.5.0-r0           54       779530           299421           77        92201            16021
673115                       do_patch        python3-pathspec-native-0.12.1-r0           50       771432           299421           71        88040            16021
673149                       do_patch          python3-editables-native-0.5-r0           50       770556           299421           71        88016            16021
673154                       do_patch python3-trove-classifiers-native-2024.5.22-r0           54       779507           299421           77        91291            16021
673190    do_deploy_source_date_epoch            python3-toml-native-0.10.2-r0           67       809013           299421          113       160739             8162
673219                      do_unpack       python3-hatchling-native-1.24.2-r0           44       707725           299421           64        39523             4023
673224    do_deploy_source_date_epoch  python3-more-itertools-native-10.3.0-r0           71       817273           299421          115       163865             8100
673319                      do_unpack       python3-markupsafe-native-2.1.5-r0           49       715772           299421           70        43003             4064
673322                       do_patch       python3-hatchling-native-1.24.2-r0           50       771435           299421           71        88094            16021
673361                      do_unpack        python3-pygments-native-2.18.0-r0           44       707616           299421           64        39530             4021
673414                      do_unpack                 xrandr-native-1_1.5.2-r0           52       737392           299421           78        69767            16021
673417                       do_patch       python3-markupsafe-native-2.1.5-r0           54       779479           299421           77        90682            16021
673518                      do_unpack             libxdamage-native-1_1.1.6-r0           52       738379           299421           78        68917            16021
673542                      do_unpack             libxshmfence-native-1.3.2-r0           53       737955           299421           84        74433            16021
673645                      do_unpack             libxxf86vm-native-1_1.1.5-r0           52       737897           299421           78        68913            16021
673684                      do_unpack             makedepend-native-1_1.0.9-r0           40       719508           299421           61        36023             4043
673777                      do_unpack         wayland-protocols-native-1.36-r0           57       741380           299421           85        74330            16021
673788                      do_unpack             python3-mako-native-1.3.5-r0           49       715966           299421           70        42620             4081
673864                      do_unpack                 wayland-native-1.23.0-r0           61       748628           299421           98        82386            16021
673865                      do_unpack                   chrpath-native-0.16-r0           37       719308           299421           65        38551             4096
673908                       do_patch                 xrandr-native-1_1.5.2-r0           48       785636           299421           71        87131            16021
673934                       do_patch        python3-pygments-native-2.18.0-r0           50       771310           299421           71        88068            16021
673966                       do_patch             libxdamage-native-1_1.1.6-r0           48       786623           299421           71        86261            16021
673973                       do_patch             libxshmfence-native-1.3.2-r0           59       787837           299421           78        91635            16021
674014                       do_patch             libxxf86vm-native-1_1.1.5-r0           48       786144           299421           71        86272            16021
674033                       do_patch             makedepend-native-1_1.0.9-r0           46       783214           299421           70        86312            16021
674122                       do_patch         wayland-protocols-native-1.36-r0           53       789624           299421           78        91644            16021
674151                       do_patch             python3-mako-native-1.3.5-r0           54       779670           299421           77        90309            16021
674171                       do_patch                 wayland-native-1.23.0-r0           66       798471           299421           90        98770            16021
674212                       do_patch                   chrpath-native-0.16-r0           53       784025           299421           75        88396            16021
674230                      do_unpack                  mesa-native-2_24.0.7-r0           68       758198           299421          117        94760            16021
674394    do_deploy_source_date_epoch              libxfixes-native-1_6.0.1-r0           65       823779           299421          111       157108             8127
674441    do_deploy_source_date_epoch                libassuan-native-2.5.7-r0           67       824910           299421          112       157744             8127
674526      do_prepare_recipe_sysroot                libassuan-native-2.5.7-r0           63       761193           299421           58        82311            16021
674572                do_write_config   gobject-introspection-native-1.80.1-r0           62       752195           299421           68        95796             8183
674601    do_deploy_source_date_epoch   gobject-introspection-native-1.80.1-r0           82       853532           299421          125       166493             8183
674619                   do_configure                libassuan-native-2.5.7-r0          400       736200           299421          451       240812            16021
674708    do_deploy_source_date_epoch                   gpgme-native-1.23.2-r0           71       827945           299421          116       162203             8164
674772     do_generate_toolchain_file                 librepo-native-1.17.0-r0           45       713187           299421           51        81973             8179
674802    do_deploy_source_date_epoch                 librepo-native-1.17.0-r0           66       814496           299421          112       159527             8179
674886           do_collect_spdx_deps              gcc-source-14.1.0-14.1.0-r0           40       490730           299421           50        57170            16021
674909           do_collect_spdx_deps               debianutils-native-5.19-r0           39       802517           299421           51        52588            16021
674943           do_collect_spdx_deps              dwarfsrcfiles-native-1.0-r0           30       767962           299421           46        48767            16021
674975           do_collect_spdx_deps                       pigz-native-2.8-r0           33       783359           299421           47        49030            16021
675003           do_collect_spdx_deps                  pbzip2-native-1.1.13-r0           30       768477           299421           46        48599            16021
675029           do_collect_spdx_deps             createrepo-c-native-1.1.2-r0           45       781831           299421           55        58600            16021
675069           do_collect_spdx_deps                     dnf-native-4.20.0-r0           48       794650           299421           56        56485            16021
675094           do_collect_spdx_deps               opkg-utils-native-0.6.3-r0           32       769988           299421           47        49331            16021
675139           do_collect_spdx_deps                ldconfig-native-2.12.1-r0           28       468929           299421           42        46991            16021
675163           do_collect_spdx_deps                 makedevs-native-1.0.1-r0           30       767950           299421           46        48211            16021
675259           do_collect_spdx_deps               pseudo-native-1.9.0+git-r0           37       784515           299421           51        52754            16021
675345           do_collect_spdx_deps                    patch-native-2.7.6-r0           41       802223           299421           52        53304            16021
675440           do_collect_spdx_deps                     quilt-native-0.68-r0           42       499089           299421           51        53076            16021
675510                 do_create_spdx              gcc-source-14.1.0-14.1.0-r0          146       764597           299421          301       919376           258074
675776                 do_create_spdx               debianutils-native-5.19-r0           95      1010364           299421          145       783387           258074
676002                 do_create_spdx              dwarfsrcfiles-native-1.0-r0           73       949409           299421          142       771375           258074
676184                 do_create_spdx                       pigz-native-2.8-r0           75       955545           299421          139       769413           258074
676349                       do_patch                  mesa-native-2_24.0.7-r0           98       815344           299421          115       111406            16021
676350                 do_create_spdx                  pbzip2-native-1.1.13-r0           75       948981           299421          144       774002           258074
676493                 do_create_spdx             createrepo-c-native-1.1.2-r0          169      1105209           299421          159       789255           258074
676765                 do_create_spdx                     dnf-native-4.20.0-r0          150      1072585           299421          195       808053           258074
677092                 do_create_spdx               opkg-utils-native-0.6.3-r0           78       948332           299421          151       778109           258074
677222                 do_create_spdx                ldconfig-native-2.12.1-r0           89       695996           299421          210       820660           258074
677346                 do_create_spdx                 makedevs-native-1.0.1-r0           67       934187           299421          142       769926           258074
677444                 do_create_spdx               pseudo-native-1.9.0+git-r0           98       984638           299421          170       790999           258074
677532                 do_create_spdx                    patch-native-2.7.6-r0          120      1024760           299421          213       816769           258074
677638                 do_create_spdx                     quilt-native-0.68-r0           81       667138           299421          155       782526           258074
677816                   do_recipe_qa                libepoxy-native-1.5.10-r0           61       826742           299421          114       132523             8140
677905                do_write_config            libpciaccess-native-0.18.1-r0           50       725123           299421           63        91112             8161
678004                       do_fetch                libepoxy-native-1.5.10-r0          340       742338           299421          435       105920            16021
678039    do_deploy_source_date_epoch            libpciaccess-native-0.18.1-r0           70       826669           299421          118       160883             8161
678278    do_deploy_source_date_epoch              libxrandr-native-1_1.5.4-r0           65       824072           299421          111       157095             8127
678450                do_write_config                 libdrm-native-2.4.120-r0           50       726475           299421           63        90411             8104
678511    do_deploy_source_date_epoch                 libdrm-native-2.4.120-r0           70       828013           299421          118       159905             8104
678614    do_deploy_source_date_epoch       python3-calver-native-2022.6.26-r0           69       815746           299421          114       162351             8186
678770    do_deploy_source_date_epoch         python3-pathlib2-native-2.3.7-r0           67       809219           299421          113       161291             8127
678924    do_deploy_source_date_epoch            python3-zipp-native-3.19.2-r0           67       808527           299421          113       160777             8162
678952    do_deploy_source_date_epoch python3-importlib-metadata-native-7.1.0-r0           67       808726           299421          113       163106             8189
679140    do_deploy_source_date_epoch           python3-pluggy-native-1.5.0-r0           71       817373           299421          115       162273             8189
679169    do_deploy_source_date_epoch        python3-pathspec-native-0.12.1-r0           67       809280           299421          113       161464             8160
679350    do_deploy_source_date_epoch          python3-editables-native-0.5-r0           67       808400           299421          113       161145             8094
679367    do_deploy_source_date_epoch python3-trove-classifiers-native-2024.5.22-r0           71       817383           299421          115       164949             8127
679483    do_deploy_source_date_epoch       python3-hatchling-native-1.24.2-r0           67       809285           299421          113       161645             8186
679492                   do_recipe_qa                 libsdl2-native-2.30.4-r0           53       816041           299421          104       126041             8102
679647                      do_unpack                libepoxy-native-1.5.10-r0           80       726118           299421           80        58659             3501
679648                       do_fetch                 libsdl2-native-2.30.4-r0         5560       723673           299421          181        70118            16021
680078                       do_patch                libepoxy-native-1.5.10-r0           55       789386           299421           79        90365            16021
680208    do_deploy_source_date_epoch       python3-markupsafe-native-2.1.5-r0           71       817551           299421          115       162990             8186
680299    do_deploy_source_date_epoch        python3-pygments-native-2.18.0-r0           67       809379           299421          113       161456             8160
680450    do_deploy_source_date_epoch                 xrandr-native-1_1.5.2-r0           65       823687           299421          111       156560             8019
680626    do_deploy_source_date_epoch             libxdamage-native-1_1.1.6-r0           65       824679           299421          111       157303             8163
680780    do_deploy_source_date_epoch             libxshmfence-native-1.3.2-r0           65       824259           299421          111       157651             8093
680940    do_deploy_source_date_epoch             libxxf86vm-native-1_1.1.5-r0           65       824200           299421          111       157294             8163
681044    do_deploy_source_date_epoch             makedepend-native-1_1.0.9-r0           63       821270           299421          110       156674             8163
681160                do_write_config         wayland-protocols-native-1.36-r0           50       725919           299421           63        91439             8180
681258    do_deploy_source_date_epoch         wayland-protocols-native-1.36-r0           70       827692           299421          118       161432             8180
681475    do_deploy_source_date_epoch             python3-mako-native-1.3.5-r0           71       817733           299421          115       161901             8128
681704                do_write_config                 wayland-native-1.23.0-r0           51       733166           299421           64        91139             8104
681791    do_deploy_source_date_epoch                 wayland-native-1.23.0-r0           72       834926           299421          119       160661             8104
681900    do_deploy_source_date_epoch                   chrpath-native-0.16-r0           59       821061           299421          108       154980             8049
681966      do_prepare_recipe_sysroot                   chrpath-native-0.16-r0           51       752989           299421           54        77678            16021
682041                   do_configure                   chrpath-native-0.16-r0          179       726155           299421          229       230778            16021
682604                do_write_config                  mesa-native-2_24.0.7-r0           56       742719           299421           65        91515             8109
682634    do_deploy_source_date_epoch                  mesa-native-2_24.0.7-r0           76       844473           299421          120       160942             8109
682814    do_deploy_source_date_epoch                       pigz-native-2.8-r0           56       817382           299421          105       147478             8099
682989      do_prepare_recipe_sysroot                       pigz-native-2.8-r0           33       716858           299421           49        71541            16021
683068                   do_configure                       pigz-native-2.8-r0           36       715638           299421           66       118209            16021
683177                     do_compile                       pigz-native-2.8-r0           52       719078           299421           58        65912             8099
683770                     do_install                       pigz-native-2.8-r0           42       715643           299421           45        65355             8099
683883            do_populate_sysroot                       pigz-native-2.8-r0          173      1156043           299421          165       227359             8099
684300    do_deploy_source_date_epoch                  libyaml-native-0.2.5-r0           59       820830           299421          108       154852             8055
684504      do_prepare_recipe_sysroot                  libyaml-native-0.2.5-r0           51       752753           299421           54        77674            16021
684565                   do_configure                  libyaml-native-0.2.5-r0          262       728383           299421          317       232699            16021
687225                     do_compile                   chrpath-native-0.16-r0           54       723501           299421           74       104615             8075
687259                     do_compile                libassuan-native-2.5.7-r0          130       775635           299421          146       154991             8165
687816                     do_install                   chrpath-native-0.16-r0           64       722620           299421           84       121739             8075
688370            do_populate_sysroot                   chrpath-native-0.16-r0           98       898382           299421          168       238358             8049
688923    do_deploy_source_date_epoch                libcheck-native-0.15.2-r0           64       822742           299421          111       157091             8127
689030      do_prepare_recipe_sysroot                libcheck-native-0.15.2-r0           59       755891           299421           57        80903            16021
689114     do_generate_toolchain_file                     swig-native-4.2.1-r0           38       710879           299421           44        72127             8177
689184    do_deploy_source_date_epoch                     swig-native-4.2.1-r0           58       812624           299421          106       148666             8177
689384     do_generate_toolchain_file                 libsolv-native-0.7.29-r0           36       710176           299421           44        71980             8083
689472    do_deploy_source_date_epoch                 libsolv-native-0.7.29-r0           56       811929           299421          105       148781             8083
689861                do_write_config             libmodulemd-native-2.15.0-r0           52       726488           299421           64        92145             8126
690168    do_deploy_source_date_epoch             libmodulemd-native-2.15.0-r0           72       828250           299421          121       162100             8126
690552     do_generate_toolchain_file                    json-c-native-0.17-r0           40       718910           299421           45        72922             8107
690589                     do_install                libassuan-native-2.5.7-r0          100       732007           299421          117       133832             8165
690603    do_deploy_source_date_epoch                    json-c-native-0.17-r0           60       820661           299421          107       149547             8094
690865                   do_configure                libcheck-native-0.15.2-r0          509       737264           299421          558       243280            16021
691053            do_populate_sysroot                libassuan-native-2.5.7-r0          155      1007833           299421          188       264245             8127
